customer_id,customer_unique_key,customer_city,customer_state,region,signup_date
3572,250a8bc0-ef19-417f-a452-cdef827b8c89,da Mata,RS,South,2023-10-13
3573,413b4e20-85a3-4473-9eee-fb7fb8a35c0c,da Mata,BA,Northeast,2024-08-18
3574,cca97f81-8438-4157-a885-f19edcac3096,Souza das Flores,PR,South,2024-10-21
3575,f5080d9c-9131-4064-901e-a7fb05325a3e,da Costa,GO,Central-West,2023-12-31
3576,cf492a27-4089-4b7c-8866-7469e6162980,Sá,MG,Southeast,2024-09-09
3577,8e534765-ee6e-4ef6-ab1f-5666f52a72c4,Pires,GO,Central-West,2024-05-11
3578,00dce949-8740-4d86-ba3a-47057f3dcbf9,Almeida,ES,Southeast,2023-05-31
3579,c50a2d22-b08c-49fa-84bb-f71153cef524,Nunes Alegre,BA,Northeast,2023-04-21
3580,2ff79a57-3183-4ab0-bb24-13e8005fb765,Siqueira,SP,Southeast,2024-05-16
3581,6cc2e20f-c3a0-4289-b88b-a4454e6c2bae,Sampaio Paulista,ES,Southeast,2024-10-05
3582,66e66f92-a0fc-4ea8-b310-401b9610b3cd,Brito das Flores,GO,Central-West,2023-01-31
3583,e3e7e32d-323e-4b00-9fe7-0bb878cb7469,Duarte,SP,Southeast,2023-02-24
3584,5b5c87cf-560d-4b39-9b98-8c390bb9c606,Teixeira de da Costa,PE,Northeast,2024-05-25
3585,3a4287f3-7e3f-4d45-955b-9d6088510075,Novais do Sul,RS,South,2023-07-03
3586,90ae41e4-1a6a-4169-9386-5151b0921979,da Conceição,RJ,Southeast,2024-11-26
3587,34783752-0b3b-41a9-9dd6-52a86925f2d5,Jesus de Nascimento,RJ,Southeast,2023-11-07
3588,1a44fca1-1296-4c6d-bd15-e59bfef6f9d7,Silva de Carvalho,SC,South,2023-04-09
3589,37edae1a-36eb-4ef4-bcef-2c153881e713,Brito do Norte,BA,Northeast,2024-11-07
3590,9666600e-eb0f-41a4-82fe-a0e241a722d6,Campos Paulista,BA,Northeast,2024-05-19
3591,73288280-e3ca-4915-96b0-356ca49ce87c,Borges,BA,Northeast,2023-07-26
3592,9c9d3925-3c98-4e89-ac6e-e5ca573f9ac9,Borges,RJ,Southeast,2024-05-24
3593,992bba0e-ca85-4fe4-8014-c0f8ce2fbaf4,Aparecida,MG,Southeast,2023-09-25
3594,8a83e68d-46ee-4033-b062-166c79dbf3f9,Ribeiro,PR,South,2024-07-07
3595,01a0960b-ba89-434b-b224-7627c1e0248e,Cunha de Vieira,PR,South,2023-02-02
3596,199fbb17-54ab-4577-a331-1ee6696c5060,Montenegro,PA,North,2023-05-02
3597,935f6c60-ecc0-4aeb-bab5-51e695379272,Abreu das Pedras,RJ,Southeast,2023-11-19
3598,5b5dc6ed-ef45-49fb-9955-5d44b245e656,Novais de Sampaio,CE,Northeast,2024-03-29
3599,18f67e0c-bd28-48b0-86e2-e0802a0f31e4,Rios,MG,Southeast,2023-02-03
3600,d2832c0d-2c0c-49c0-b14a-9ace46774ddc,da Conceição,SP,Southeast,2024-11-06
3601,2dec9b01-bb81-43fb-8b92-8003bccb296d,Costela,CE,Northeast,2023-11-07
3602,75fa99f2-4b85-4e26-a1f3-eb6f3298d758,Ribeiro,CE,Northeast,2023-06-18
3603,226f93e7-9e5f-492d-b9c2-92597310453d,Campos,MG,Southeast,2023-05-18
3604,344410e5-b95c-4eda-a988-a44db9ca5928,Pires da Mata,RJ,Southeast,2024-02-03
3605,2767ec01-6e8b-4bd6-afcf-7c8ed5b1f09d,Castro,MG,Southeast,2023-04-23
3606,2bdf3df4-01f3-4146-a0ca-40ea79465f66,Andrade da Prata,PR,South,2024-05-17
3607,e4951ebb-d7c8-4cb8-af37-6fbe2cd31317,Caldeira de Minas,SC,South,2024-07-06
3608,12be16cb-3637-4db3-a854-2b64c3b0de86,Leão,PR,South,2024-05-02
3609,b31eb8f5-3ab0-4847-af43-27cc1bc2b4b4,da Mata,PR,South,2023-06-10
3610,8e144e1f-b6b6-415c-852f-e1b1b6b4d8e7,Machado da Serra,ES,Southeast,2024-02-05
3611,8868b644-9822-4d58-bf49-a81cd42aa238,Machado,SP,Southeast,2024-08-28
3612,d6315151-9c67-4338-ac11-0a436cc55999,da Mota de Dias,MT,Central-West,2024-09-23
3613,ed1c4d70-36d2-4823-9b35-4089429e5882,Costa,RS,South,2023-10-19
3614,c5c65d8a-6022-4afc-8ba8-216267e39166,Borges de Pacheco,RJ,Southeast,2023-01-29
3615,207495ab-b1cb-4822-8bee-18761d876a3e,da Conceição,PR,South,2023-05-12
3616,f316891d-8896-4456-b344-dde4bcac4426,Novais,PE,Northeast,2023-12-24
3617,a64fcefb-e8ca-4bd2-a504-f7a97ab4d358,Aragão,PE,Northeast,2024-08-20
3618,e0345e68-89fd-411f-ae06-e33a8498a96b,Cardoso,SP,Southeast,2024-10-02
3619,82278cac-0cfe-4cdf-a872-c5573d9049bb,da Costa,RJ,Southeast,2023-04-10
3620,56d00a82-1564-4478-8d62-0ba689fc17cf,da Luz,MG,Southeast,2024-01-01
3621,22dcb06c-8c85-428e-9502-ec6742da1572,Aparecida,MG,Southeast,2023-02-27
3622,d680b541-d9a9-4834-bd91-f4856d7f1aa3,Carvalho,SC,South,2023-09-11
3623,b2e2f3cc-3873-435f-8a3f-48a4cd88e44e,Moreira,SP,Southeast,2023-11-16
3624,1249944e-713d-4204-9ff5-846e25d7ad5e,Silveira da Prata,PR,South,2023-03-09
3625,526443ba-c298-423a-bcdc-99ef14852949,Cavalcante de Rodrigues,CE,Northeast,2023-04-28
3626,56724b4c-d8e3-4b62-be24-fcd446bc55db,Andrade,RJ,Southeast,2023-01-21
3627,06fe8fcf-c7b1-4265-82f3-9ad2c3f67602,Silveira,PR,South,2023-02-08
3628,2a38746e-528f-4346-9569-064107c4d918,Barros,MG,Southeast,2024-03-08
3629,f3fd9e32-7b14-43c9-b0bf-7f5ab01de936,Macedo,PR,South,2024-03-07
3630,a5c5afe1-89fd-4534-a4f0-78a1c89d43e7,Araújo do Sul,SP,Southeast,2024-04-25
3631,5a744822-fd07-4913-a657-abb6b81f2807,Garcia do Campo,PR,South,2023-11-21
3632,a54680ad-8107-45f3-aa0c-e0e1cb70c67b,Sá da Mata,RJ,Southeast,2024-02-04
3633,8bb7ecee-15c5-45c9-a8c6-35ff42c40e37,Peixoto,RJ,Southeast,2023-04-11
3634,7a0e2539-8a3e-40b5-938d-f7c1ab0b74fc,Mendonça do Galho,PE,Northeast,2023-04-13
3635,268c3b15-139c-4fd6-849a-cd85e9066120,Teixeira,RS,South,2023-07-30
3636,c9ceacdb-9f24-4788-805c-c2d749fa68d6,Dias,RJ,Southeast,2024-05-29
3637,81d42b2f-0a56-4d1c-b808-26ff61235319,Martins do Sul,PE,Northeast,2024-11-14
3638,00b73636-0c81-43cc-9965-ef480b4d2de2,da Cruz das Flores,RJ,Southeast,2024-09-21
3639,16b44b0c-576b-4523-a2fc-ab345868ffda,Silveira do Galho,RJ,Southeast,2024-03-22
3640,67ba189d-2663-4fff-87b0-6378466b9910,Nunes do Campo,SP,Southeast,2024-10-12
3641,cc361369-2636-4245-a9b8-8f333c5d815e,Moraes de Goiás,PE,Northeast,2023-03-19
3642,a94c8612-5e9b-4593-9257-06d0fd9c635d,Fonseca,PE,Northeast,2024-07-02
3643,c8feedd7-2b94-406d-9252-f3214f64710a,Siqueira do Norte,SP,Southeast,2023-09-29
3644,a0011ba6-0a14-4b9f-b6db-95fb8d737aa2,Aragão de Jesus,SP,Southeast,2024-08-10
3645,9a2363fe-6901-488c-bd8a-3090353a044d,Pinto de Fogaça,MG,Southeast,2023-08-20
3646,c5b9cf38-0459-4e16-bfad-7df2c95995ec,Cardoso,SC,South,2023-04-05
3647,cd4f75e6-448f-4dbc-8f8a-ce7c1084061b,Campos,RS,South,2024-08-15
3648,d5bbe3a4-40b8-4dc3-a444-ea5bdd811c65,Novais,SP,Southeast,2023-12-11
3649,0145d3df-bd0e-4e4e-877f-867cea4cd607,Pires Paulista,SP,Southeast,2024-08-03
3650,2d6d0a43-a4ce-48ef-9b60-cc10f64f98b4,Monteiro de da Cruz,BA,Northeast,2024-05-01
3651,b7dabc68-60ca-4ead-b1a0-8f668402837a,Moura,MG,Southeast,2023-12-22
3652,448e8117-6653-4f79-906d-2d9ca5d274e8,Cassiano,BA,Northeast,2024-10-29
3653,b2574bf7-2439-4800-90c6-9c57ac49b6e2,Pinto da Mata,PE,Northeast,2024-05-31
3654,92489bee-858f-4b60-abbe-35eab9da7480,Jesus da Mata,PE,Northeast,2024-03-19
3655,e1236175-3e22-4676-854d-35aa28998ac0,Sá Grande,RS,South,2023-11-17
3656,d85483ef-b9a8-43f3-b8e5-57705e460f1c,Cunha do Campo,SP,Southeast,2024-02-16
3657,40793ca3-c73e-44ab-b5f5-431f4f40f6ed,Martins,SP,Southeast,2024-06-11
3658,63e31ac9-d271-42f1-8a70-7ba8df9a09f5,Pires das Flores,MG,Southeast,2024-07-14
3659,c0133339-f236-47ec-9acc-0d2f281ba827,Sá da Mata,SP,Southeast,2023-01-20
3660,2fc44d65-0ad5-4e56-9f9b-87b0ddc418d2,Viana de Goiás,SC,South,2024-06-12
3661,5705b300-5e79-4796-acfe-02eab89b9722,da Rocha,CE,Northeast,2024-08-13
3662,e953ab78-dd8f-4010-b58f-56a031116b6a,Rios,ES,Southeast,2024-11-07
3663,4ec75bdc-6094-474c-b846-e9c515a8cb98,Vieira Paulista,MT,Central-West,2024-04-23
3664,9361b11d-8352-4aba-8a64-cfccdcf315c6,Vargas,SP,Southeast,2024-10-15
3665,5e4d9d2f-1be5-4474-bb14-672039d26141,Novais,PR,South,2024-09-21
3666,2daf33de-84cc-48eb-803f-8f00b28935e7,Farias Grande,CE,Northeast,2024-03-20
3667,b27b14fd-d4ed-49d8-9c2f-33817736fb28,Rocha,GO,Central-West,2024-10-03
3668,4a298783-099c-4929-9705-9671b031a179,da Rocha,SP,Southeast,2023-07-25
3669,375485e6-ea9e-4202-b463-47573d231e3b,Teixeira,RJ,Southeast,2023-06-01
3670,d41a4093-31bf-4a3c-9ae5-7068d2ed9291,Pastor Alegre,SP,Southeast,2023-11-04
3671,650c5ea2-1f47-4751-b579-0849e22bc2f8,Casa Grande,PE,Northeast,2024-02-25
3672,18360f46-170e-4447-9a28-2f20ce529b86,Moura de Martins,RJ,Southeast,2023-03-07
3673,1faff7a0-c991-484d-a0eb-b3c7b8a3f3fa,Pereira,SC,South,2024-02-27
3674,97e3ab40-3db8-4d15-b2d8-aff9f9c04882,Pires,SP,Southeast,2023-10-21
3675,377f0ac2-7e19-4ad7-b2af-7b95adc4b86d,Guerra,SC,South,2023-09-20
3676,39c8a117-ffdb-48d7-92b1-731ba4df08c5,Jesus,RS,South,2023-08-30
3677,13abd39b-b92e-4cab-88e5-dd93dad50f42,Sá,MG,Southeast,2023-04-27
3678,7f258778-8140-4ce5-82e8-118f9ca3d9d1,Gomes do Campo,SP,Southeast,2023-01-29
3679,dbbeb0d9-802c-4b52-b5f3-0d6e7632d4d4,Vasconcelos da Prata,SP,Southeast,2023-11-14
3680,e44e923a-8643-4ed7-9d30-24fcb864aaf7,Albuquerque,MG,Southeast,2024-07-27
3681,d2026202-356d-4896-af50-f0fbe958c745,Alves,PA,North,2024-03-08
3682,c7547e4d-55a7-4731-9b53-b124960a035c,Camargo da Prata,SC,South,2023-02-07
3683,861c53de-98e1-4160-966c-bda120be8394,da Cruz,SP,Southeast,2023-10-07
3684,78e6e25e-5577-426f-a096-26bab03ac41d,da Luz de Siqueira,SP,Southeast,2023-09-22
3685,98982e99-fa9f-4bb3-92b2-cf4b489d3b8a,Silveira,BA,Northeast,2023-10-12
3686,00c976e5-eaab-4629-aa5e-ec28e86e8c8d,Gonçalves,SC,South,2023-06-30
3687,5885dca5-cac5-4bc7-9c18-17a35e2f0318,Araújo,SC,South,2023-02-13
3688,1227557d-9a8b-4524-8fac-a0ff13853f45,Moura,MT,Central-West,2024-05-12
3689,496e186a-9335-4c77-8599-1a45a3a868d7,Nogueira,BA,Northeast,2023-02-26
3690,65a1ee9c-3b39-48aa-b9d0-eb014ad07831,Fernandes de Alves,CE,Northeast,2023-03-27
3691,ff36fe7f-c1ab-4f4c-a3a8-bfbe96289af2,Correia da Serra,RJ,Southeast,2023-11-02
3692,f10cb4f0-285d-4795-b913-8441d0a05417,Pereira,CE,Northeast,2024-02-21
3693,12d0ff7d-25db-4dbd-817f-8e3b9a1a59cf,Machado,DF,Central-West,2024-11-18
3694,6b13ad0a-5673-48bc-95cf-185a4667b057,Borges,SC,South,2023-04-03
3695,b206da83-0956-40e5-af0c-1132415155db,Cardoso do Galho,MG,Southeast,2023-05-24
3696,bf44ea67-f0cf-4990-a841-667c893e2de8,Fonseca,SP,Southeast,2024-08-07
3697,cac29f1d-c72c-4764-8570-ea72a16700f7,da Costa do Amparo,BA,Northeast,2023-05-04
3698,6f747d68-6dbd-4921-a53f-4313ef82fab3,Moreira,ES,Southeast,2024-08-17
3699,bf10545a-1dd3-45d2-9892-7ebdb1956d60,Lima,GO,Central-West,2024-06-21
3700,f0582911-0499-4aeb-98b6-a5b0c7c22f1b,Correia,SP,Southeast,2023-04-03
3701,852f88aa-0e2d-4f52-bd81-90c8dff4cc91,Fonseca,SP,Southeast,2023-05-06
3702,9b805cc7-e271-4ff8-a5d8-350a63fdb07a,Teixeira,BA,Northeast,2023-11-17
3703,af562306-276c-41fb-a2e3-842606fb22ac,Barbosa de Duarte,RJ,Southeast,2024-08-21
3704,19960b40-367d-4053-bec2-e40df0b81b29,Vargas,BA,Northeast,2023-08-30
3705,572d3274-e5c2-4467-8107-e87337f66fc4,Aragão das Pedras,GO,Central-West,2023-08-12
3706,6fad7460-2ef3-4ed1-8cdf-e58d8252caff,Mendonça,SP,Southeast,2023-06-29
3707,6caa4c8d-7c3a-4a22-98f1-48fba05a53c4,Pinto,SP,Southeast,2023-10-09
3708,d4d61370-8645-4dda-bbe2-2c4935fad47f,da Rocha do Norte,MG,Southeast,2023-09-18
3709,e577e1b6-4dd3-4982-bdfa-45fa1da6f0f0,Vieira,CE,Northeast,2023-02-27
3710,c7be05c6-728a-45fd-bc32-964b871e8c56,Fernandes,MG,Southeast,2024-01-19
3711,dce2ab06-7a15-422e-bcc7-edc84c6694ab,Jesus,RS,South,2023-04-26
3712,a5279af5-3bd6-4f9b-b643-0f4d0bce8eeb,Pimenta do Campo,RJ,Southeast,2024-03-09
3713,5edd3492-aac2-4302-9a3b-c8d80daba507,Sales de Sales,MG,Southeast,2023-09-10
3714,0c286323-d27f-4d1f-9b0d-faab049f32c7,Nunes Verde,MT,Central-West,2023-05-29
3715,4a12d0d4-cda4-4f85-9099-5969b521d095,Oliveira da Serra,RJ,Southeast,2024-01-12
3716,fed024cb-b6f3-4bd4-8409-b7c8ef59a4b5,da Cunha de Pacheco,PE,Northeast,2023-01-22
3717,c1978cb8-6721-4261-aa64-d46bceacd779,Vargas Verde,SC,South,2024-09-12
3718,c7d012b0-de9c-4b51-a038-e284ceddadec,Novaes dos Dourados,SP,Southeast,2024-11-09
3719,4ba9008d-85af-4680-a39f-6cc716f39bed,Nascimento,BA,Northeast,2023-02-25
3720,62544d22-944b-4abb-9dbe-0139c89578d9,Casa Grande,RS,South,2024-11-18
3721,4b5e4a40-1a5a-4977-90ba-1d385492112f,Vargas,SP,Southeast,2024-07-19
3722,91c98ab6-4f41-4193-a328-9c3a801cbac1,Cavalcanti,RJ,Southeast,2024-10-16
3723,2f592f3e-1bbd-4513-b0bc-76c4e3fa6893,da Rocha,GO,Central-West,2024-01-07
3724,f8179896-c6b9-4ce2-a42b-ba10c7d0b0d1,Guerra Verde,DF,Central-West,2023-05-05
3725,0e05926a-f001-473c-b5eb-b7f98f523f8a,Pinto do Sul,PR,South,2023-08-31
3726,27ae2220-7915-4e99-8ed3-1834fd721fc2,Porto do Campo,CE,Northeast,2024-02-02
3727,f8eb7113-6aee-407a-8387-d8eb7509d8ba,Ramos,SP,Southeast,2024-02-07
3728,3745abe5-bfd0-46b4-ac85-ab3f712636bb,Novais de Goiás,DF,Central-West,2023-09-19
3729,53663145-386b-45fc-9b52-ba4d851e4fe8,Rezende de Goiás,RJ,Southeast,2023-08-30
3730,23763f57-852c-42ce-b337-7b9ee60587ef,da Paz,RJ,Southeast,2023-06-14
3731,583d2337-e5b2-4a6d-80c9-578ed3f8b32d,Ribeiro do Campo,DF,Central-West,2024-10-08
3732,b1f4e511-e6f9-4201-a478-03a1fb4a0283,Fernandes do Sul,RJ,Southeast,2024-10-21
3733,c8b93543-d956-4604-8df9-4cb58c9bcaa6,Guerra,MG,Southeast,2023-02-04
3734,8b64612c-5bd5-47b1-835a-dde3972bcd8d,Lopes,SP,Southeast,2023-03-24
3735,c89a10a3-17ef-41fc-841b-1a37a931f647,Oliveira das Flores,PE,Northeast,2024-05-18
3736,12a34b04-a15e-4dba-a82c-3bb2583f66bd,Albuquerque,MG,Southeast,2024-02-27
3737,6d0b4f01-cf09-4990-bb5f-b4278fd1bc4e,Rocha,DF,Central-West,2023-12-07
3738,254dbefe-e1dd-4d91-af88-239fd4a3218d,Moura,RS,South,2023-04-13
3739,fb0059ff-563b-46e0-924e-48b4504e4b66,da Cunha,PE,Northeast,2023-09-25
3740,445d3231-c6f7-4c83-b129-97afd7e305d5,Nogueira Grande,ES,Southeast,2023-12-27
3741,c5ecd23e-cbd9-4d47-966d-b02f3d980395,Moraes Paulista,MG,Southeast,2024-07-14
3742,dac97c5a-0a62-46b9-a624-76fea0443dc9,Cavalcante,BA,Northeast,2024-04-09
3743,00401b20-3946-4d23-8098-e2b47a798ed4,Rios,RS,South,2023-02-23
3744,99b351a6-6f2a-42fd-838e-dbe4da2a4996,Gomes de Minas,SC,South,2023-07-08
3745,d56e0949-1de5-4d73-8e1e-5ebdff99fe31,Montenegro do Oeste,SC,South,2024-10-18
3746,317e43a4-ab16-41fd-94ca-728c1336eb28,Alves do Norte,SP,Southeast,2024-02-15
3747,871eb65c-600c-4bc0-90f3-f41ff2020876,Pimenta,SP,Southeast,2023-11-09
3748,4b045067-1481-496b-877c-bc8ca5f604d7,Sousa,RJ,Southeast,2023-03-26
3749,6864fe6b-7400-47a1-8de8-25b25246cc34,Pires,SP,Southeast,2023-09-13
3750,951c4200-df30-42f5-b226-786f859530c1,Ramos de Jesus,ES,Southeast,2024-10-26
3751,badfbb75-0ce0-4819-a4c6-1f93a0819bf5,Câmara Paulista,BA,Northeast,2024-08-31
3752,7ec9ef95-e54d-4e58-844e-2d9b4526aeed,Macedo de Peixoto,RS,South,2023-11-24
3753,0ee503e3-298d-4c45-a407-675048107252,Carvalho de Silveira,MG,Southeast,2023-05-17
3754,6961a383-dcee-42eb-8351-c35967396010,Peixoto,SP,Southeast,2024-08-30
3755,8e32ebbf-04fb-4e52-9834-75e1231f1676,Souza,PE,Northeast,2023-10-16
3756,a01989d1-b998-4301-bdf9-e116df58c65f,Gomes de Aragão,SP,Southeast,2024-02-29
3757,b30408fa-90bf-447e-a935-72d3fb6333cb,Vargas,RJ,Southeast,2024-02-07
3758,65b411ed-05d1-4737-8377-be10c719f5ea,Azevedo do Oeste,CE,Northeast,2024-08-07
3759,3b6bc3b7-7430-4740-b3e1-f2af32ccea25,Cardoso,SP,Southeast,2023-01-24
3760,5b9df42d-506f-4bc0-ae6f-5a9cf4460236,Costa,DF,Central-West,2024-10-24
3761,66bc6735-f605-470b-aa73-23915840f425,Martins,SC,South,2023-08-23
3762,76d96b12-1443-4a8e-ad5a-cddc8b7080c2,Costela,DF,Central-West,2024-04-18
3763,e85af565-e62c-44bb-bf01-1f14d97bd00e,Rocha,SP,Southeast,2023-06-22
3764,29d374d6-9a59-4f63-941e-c6591a062a0e,Garcia,SP,Southeast,2024-09-24
3765,6c019c07-c016-415d-b807-ef3a1cd4aa85,Moraes,MG,Southeast,2023-09-24
3766,21e219ce-5158-4417-ab6d-0f79fac368c1,Monteiro de Nogueira,SP,Southeast,2024-01-12
3767,60404c51-584f-441f-b9f7-852c92ccadb2,Correia,SP,Southeast,2024-08-03
3768,e432d37d-1307-4fb6-b28e-a99437df79d8,das Neves Paulista,SP,Southeast,2024-06-22
3769,f613aed3-b9da-42b4-8c97-560197b1afbd,Pacheco,MG,Southeast,2024-04-09
3770,dd372743-240e-41db-8c3b-add852b19d01,da Rocha do Galho,PE,Northeast,2024-05-21
3771,18323765-d145-4528-b91b-ad400b022156,da Mota da Mata,SP,Southeast,2023-07-28
3772,73a524c1-3c8b-4189-8d8a-dcc6feb3a855,Rodrigues,SP,Southeast,2023-09-30
3773,65fae4a1-1a03-4833-94fd-fad6400840cb,Nascimento de Caldeira,RJ,Southeast,2024-05-21
3774,76949bb0-e7b0-427d-a44b-405aed7cb20d,Rios de Moraes,RJ,Southeast,2024-03-17
3775,133ee71e-2fc8-4f4d-aa48-9dae2b99f902,Castro,CE,Northeast,2024-09-06
3776,7dd7e170-e0d0-407c-979e-e93ba3999919,Caldeira,SP,Southeast,2023-10-17
3777,84f900cb-42d7-47a8-b181-b49ea0d60422,Cavalcante Verde,RS,South,2023-07-13
3778,d46a537b-bc0b-45fe-9713-412e8bceda58,Viana de Siqueira,MG,Southeast,2024-02-23
3779,3bde8b66-701c-4f0c-9b43-324cafd0c396,da Conceição da Prata,BA,Northeast,2023-01-30
3780,d91b8378-1d6f-4ffb-a06b-ae1f3e372c8d,Nogueira,RJ,Southeast,2023-09-26
3781,688e8d5d-5185-4418-bef4-4a33ae78dd3f,Fernandes,SP,Southeast,2024-04-06
3782,731bd233-c011-4674-928a-77e53a99bbcb,Monteiro,DF,Central-West,2024-01-14
3783,8b6acc43-96af-4fcb-b3eb-f780c91d95c7,Guerra do Campo,PR,South,2024-10-24
3784,0fa38669-b33a-42a9-ba73-42fc741d6857,Monteiro de Goiás,MG,Southeast,2023-01-11
3785,c7a69982-84ad-436e-a7b3-a154e67ae19a,Vieira,MG,Southeast,2023-11-28
3786,00938d5e-c3b8-422b-9d76-4bc403f54e71,Nogueira Grande,MT,Central-West,2024-02-12
3787,2bc2bdd4-d736-490c-a8ae-5c671598203e,Câmara,RS,South,2024-01-28
3788,ac83995b-53f0-4378-996b-f99fa1119bb1,Borges,RS,South,2024-09-03
3789,df9a7704-adc2-4f16-a4b3-0768fdfd984e,Albuquerque Alegre,SP,Southeast,2023-04-08
3790,efe3155d-7281-4822-bd26-ce318a00c9be,Rodrigues,PR,South,2023-02-23
3791,267cb754-91c6-4854-a7a9-cca943d10cf2,Moreira,RJ,Southeast,2023-08-29
3792,2c99562c-efe3-4150-8524-a1bea6bbb51c,Oliveira,MG,Southeast,2023-12-29
3793,65dec4ed-915f-4bf9-93cf-ff732384bb95,Sá de Peixoto,PA,North,2024-11-17
3794,9733b490-8eba-4d06-8a18-6676f473c022,da Costa das Pedras,MT,Central-West,2024-09-04
3795,49ef1088-8ab7-4eb9-9be4-e2ac9f999133,Castro,RS,South,2023-02-16
3796,09ac7ba5-eb28-43e6-a465-aed7207ad1d4,Andrade de Goiás,SP,Southeast,2024-05-31
3797,6ee2f9bf-8ad3-43b1-977d-d689a98d61ec,Montenegro da Mata,SC,South,2023-11-06
3798,e1eaf0f2-4c52-495c-a146-e7b4a5fb9e9a,Sousa do Galho,MT,Central-West,2024-11-18
3799,a5b38959-10e6-41fd-a127-f6638db4daaa,da Paz,RJ,Southeast,2024-07-26
3800,8bb27f15-a045-49e6-b3ad-562d58c68877,Sá de Andrade,SP,Southeast,2023-07-03
3801,17776760-70ff-4474-a7a3-208eb1fde4de,Cavalcanti de Goiás,SP,Southeast,2024-05-30
3802,72948c64-66d2-40a7-8b41-8bdfe52b9187,Mendes do Oeste,MG,Southeast,2023-12-14
3803,a81f3e5b-f8dc-4c64-84e4-37538a0d9af8,Alves,CE,Northeast,2023-05-16
3804,465fd96b-73b6-4143-9d96-d6ddef145b36,Vasconcelos de Minas,SP,Southeast,2024-06-27
3805,b82b2b93-1040-4bf3-9d30-b0f7f6a97c38,Monteiro de Pimenta,MG,Southeast,2023-09-24
3806,8abefd88-626c-4a12-be12-9751883e153f,Pinto,SP,Southeast,2023-02-15
3807,817c781a-6fbc-4464-aa52-4c6993188472,Silva de Cassiano,MT,Central-West,2024-05-26
3808,51f323e6-2126-480a-9586-cc32d64894cd,Monteiro,CE,Northeast,2023-10-15
3809,ca600b2d-09c6-48dd-bff0-90b9fe835c51,Rodrigues do Galho,BA,Northeast,2024-03-16
3810,2fad3d7e-a4bf-4846-a60a-3bdb002ae6c6,Freitas,RJ,Southeast,2023-09-27
3811,e20da100-44f2-40db-b20c-651e0d477c01,Ribeiro,SC,South,2023-09-28
3812,c16cd93f-5c40-4fa3-9e27-52bae50c27d4,Garcia Alegre,ES,Southeast,2024-03-22
3813,09cf1063-91b6-4a01-b4e6-0f83af844b8f,Rocha,DF,Central-West,2023-11-20
3814,e6571d38-4793-4cb1-aafc-c87e1ff49019,Vasconcelos,BA,Northeast,2024-05-18
3815,5fe1271f-da3c-4beb-97b6-b27cbf18d74a,da Cunha da Serra,BA,Northeast,2023-06-04
3816,75ef8169-64a7-4279-8609-a880ef29c0f7,Costa Grande,PR,South,2024-11-04
3817,9c83e2d2-d0b2-4078-9393-6f3e5a5f838f,Cirino de Goiás,SC,South,2024-03-26
3818,aefb886b-2212-4446-b39e-ab73a24a7b89,Vieira das Flores,SP,Southeast,2023-06-02
3819,ddc55228-38e1-4998-9dca-9cc3d48f16c5,Nogueira,SP,Southeast,2023-07-07
3820,92958d18-ec7c-44a8-a6c9-e05ef5e1ab65,Fernandes,SP,Southeast,2023-09-24
3821,14611ef1-42bf-48d2-aa17-879a67a79886,Cirino da Prata,SP,Southeast,2024-04-23
3822,fd481505-b8f0-4270-967f-d2e9c2f18bfc,Cavalcanti de Fernandes,MG,Southeast,2024-05-21
3823,935046f4-f7f8-4118-aaed-0848639a851f,Guerra,SP,Southeast,2024-01-01
3824,de4b2801-38be-418f-96d0-d89df2314c7d,Fernandes,AM,North,2024-07-28
3825,afba5ddc-c81c-497a-9ba1-cbe2879d19c3,Caldeira de Goiás,MG,Southeast,2024-05-19
3826,8125aedb-f088-4735-bdce-4f12dc4676c7,Novais,SP,Southeast,2023-06-01
3827,5da55873-5e85-4364-a426-f2e5b5eae220,Ramos,SP,Southeast,2023-04-06
3828,f4cd6362-434a-4842-84d8-ec6a7d5887a5,Novais Alegre,SP,Southeast,2023-10-18
3829,c1886c58-5208-42d3-9c21-592004007c5d,Vargas de Rodrigues,SP,Southeast,2023-06-22
3830,39659c7a-42ff-4b13-932a-27d1498ccdd7,Correia,BA,Northeast,2023-10-07
3831,1eb6dd1c-9f88-4e6e-a0cc-faff4e7e9ac8,Camargo,PR,South,2024-11-10
3832,7bf7bf91-9958-41e0-bb31-0f54e9f410c9,Aragão,PR,South,2024-08-20
3833,b4664f33-d541-4860-8583-d0bb32fb59fd,Pacheco de Goiás,PA,North,2023-01-05
3834,1604c332-09a6-4674-8b1f-a32544e5f394,Costela das Flores,PR,South,2024-08-07
3835,4b2ca54d-5343-4238-9694-c02c4ebd9823,Caldeira de Duarte,SP,Southeast,2023-03-20
3836,1b72ea6c-33c9-4fa1-93e8-7b79d3dd8cf8,Siqueira,SP,Southeast,2024-05-25
3837,e2d76077-9e8f-4807-9db9-64902c6b2108,Leão,RS,South,2023-12-03
3838,f35c02fd-d88b-4a71-ba53-d4ca79d1acbd,da Costa,SP,Southeast,2024-11-28
3839,d9ffcacd-7284-4356-ad1e-b9b4cc7e66de,Aparecida do Sul,AM,North,2023-05-05
3840,f3e62704-4408-4b43-9eea-d5def5b5777f,Sampaio,RJ,Southeast,2024-08-27
3841,1bee4909-cd68-411c-a4b0-190ddd40111a,Vargas de Minas,DF,Central-West,2023-04-19
